tipo_vivienda,precio,habitaciones,banios,parqueos,direccion,metraje,detalles
apartamento,"RD$ 7,450,000",3 habitaciones,2.0 baños,1 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",280 Mt2,
apartamento,"US$ 262,000",3 habitaciones,3.5 baños,2 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",180 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cuarto de Servicio, Estudio, Family Room, Lobby, Planta Eléctrica, Terraza"
casa,"RD$ 16,000,000",5 habitaciones,3.0 baños,NA,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",300 Mt2,
apartamento,"US$ 254,400",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",192 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Cuarto de Servicio, Estudio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"US$ 170,000",3 habitaciones,3.0 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",231 Mt2,
apartamento,"US$ 225,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",100 Mt2,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"RD$ 3,800,000",2 habitaciones,2.0 baños,2 parqueos,"Miramar, Santo Domingo Centro (D.N.), Santo Domingo",257 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Balcón, Cuarto de Servicio"
apartamento,"RD$ 5,800,000",3 habitaciones,2.0 baños,2 parqueos,"Miramar, Santo Domingo Centro (D.N.), Santo Domingo",180 Mt2,
apartamento,"RD$ 4,800,000",2 habitaciones,2.0 baños,2 parqueos,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",90 Mt2,
casa,"US$ 850,000",4 habitaciones,3.0 baños,2 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",458 Mt2,
apartamento,"US$ 119,000",3 habitaciones,2.5 baños,2 parqueos,"El Cacique, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cisterna, Cuarto de Servicio, Lobby"
apartamento,"US$ 280,000",3 habitaciones,2.0 baños,2 parqueos,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",340 Mt2,
apartamento,"US$ 235,000",3 habitaciones,3.0 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",128 Mt2,"Area de Juegos Infantiles, Ascensor, Gimnasio, Jacuzzi, Piscina"
apartamento,"RD$ 5,300,000",2 habitaciones,2.0 baños,2 parqueos,"Zona Universitaria, Santo Domingo Centro (D.N.), Santo Domingo",110 Mt2,
apartamento,"RD$ 5,500,000",2 habitaciones,2.0 baños,2 parqueos,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",80 Mt2,
apartamento,"US$ 325,000",1 habitaciones,1.5 baños,1 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",215 Mt2,"1/2 Baño, Agua Potable, Ascensor, Cuarto de Servicio, Gimnasio, Jacuzzi, Lobby, Terraza, Walk In Closet"
apartamento,"RD$ 5,600,000",2 habitaciones,2.0 baños,2 parqueos,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",135 Mt2,"Agua Potable, Ascensor, Cuarto de Servicio, Estar Familiar, Estudio, Planta Eléctrica"
apartamento,"US$ 168,000",3 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",185 Mt2,"1/2 Baño, Agua Potable, Balcón, Cuarto de Servicio"
apartamento,"RD$ 5,700,000",2 habitaciones,2.0 baños,2 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"Agua Potable, Control de Acceso, Seguridad 24 Horas, Terraza"
apartamento,"RD$ 4,900,000",3 habitaciones,2.0 baños,2 parqueos,"Colina de los Rios, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,"Agua Potable, Balcón, Planta Eléctrica"
apartamento,"RD$ 5,600,000",3 habitaciones,2.0 baños,2 parqueos,"Quisqueya, Santo Domingo Centro (D.N.), Santo Domingo",120 Mt2,"Cisterna, Gimnasio, Inversor"
apartamento,"RD$ 122,000",2 habitaciones,2.5 baños,2 parqueos,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",128 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Lobby"
apartamento,"US$ 135,000",3 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",150 Mt2,"1/2 Baño, Balcón, Control de Acceso, Cuarto de Servicio, Planta Eléctrica, Seguridad 24 Horas"
apartamento,"US$ 440,000",3 habitaciones,3.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",252 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Cuarto de Servicio, Family Room, Gimnasio, Jacuzzi, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Shutters, Walk In Closet"
apartamento,"RD$ 7,200,000",2 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",150 Mt2,"1/2 Baño, Aire Acondicionado, Cuarto de Servicio, Family Room, Patio, Seguridad 24 Horas"
apartamento,"US$ 143,000",3 habitaciones,2.5 baños,2 parqueos,"Jardines Del Sur, Santo Domingo Centro (D.N.), Santo Domingo",136 Mt2,"Ascensor, Cuarto de Servicio, Planta Eléctrica, Walk In Closet"
apartamento,"US$ 155,000",2 habitaciones,2.0 baños,2 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",159 Mt2,"1/2 Baño, Agua Potable, Area de Juegos Infantiles, Ascensor, Gimnasio, Lobby, Terraza"
apartamento,"US$ 93,000",2 habitaciones,2.0 baños,2 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",100 Mt2,"Agua Potable, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Cisterna, Control de Acceso, Gimnasio, Lobby, Piscina, Planta Eléctrica, Seguridad 24 Horas, Vestidores"
apartamento,"US$ 170,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",172 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Cisterna, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores"
apartamento,"RD$ 2,550,000",2 habitaciones,2.0 baños,2 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",112 Mt2,"Agua Potable, Balcón, Cisterna, Cuarto de Servicio"
apartamento,"US$ 180,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",168 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 250,000",3 habitaciones,3.5 baños,2 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",200 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Estar Familiar, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Vestidores, Walk In Closet"
apartamento,"US$ 112,000",1 habitaciones,1.5 baños,1 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",85 Mt2,"1/2 Baño, Agua Potable, Ascensor, Balcón, Gimnasio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Vestidores"
apartamento,"US$ 245,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",155 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estudio, Gazzebo, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 450,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",387 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Family Room, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Shutters, Vestidores, Walk In Closet"
casa,"US$ 450,000",4 habitaciones,4.5 baños,5 parqueos,"Cuesta Hermosa I, Santo Domingo Centro (D.N.), Santo Domingo",380 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cisterna, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Patio, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"RD$ 3,800,000",2 habitaciones,2.5 baños,2 parqueos,"Altos de Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",120 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Cisterna, Control de Acceso, Gazzebo, Inversor, Seguridad 24 Horas, Terraza"
apartamento,"US$ 98,000",1 habitaciones,1.5 baños,1 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",70 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Jacuzzi, Lobby, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores"
apartamento,"US$ 142,000",2 habitaciones,2.5 baños,2 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,"1/2 Baño, Agua Potable, Ascensor, Cuarto de Servicio, Jacuzzi, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 195,000",3 habitaciones,3.5 baños,2 parqueos,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",180 Mt2,"1/2 Baño, Agua Potable, Area Servicio Independiente, Ascensor, Control de Acceso, Cuarto de Servicio, Estar Familiar, Gimnasio, Lobby, Planta Eléctrica, Pozo, Vestidores, Walk In Closet"
apartamento,"US$ 395,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",200 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area Servicio Independiente, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Estar Familiar, Estudio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 330,000",3 habitaciones,3.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",170 Mt2,"1/2 Baño, Agua Potable, Aire Acondicionado, Area de Juegos Infantiles, Ascensor, Balcón, Control de Acceso, Cuarto de Servicio, Gimnasio, Lobby, Piscina, Planta Eléctrica, Pozo, Seguridad 24 Horas, Terraza, Vestidores, Walk In Closet"
apartamento,"US$ 225,000",3 habitaciones,3.5 baños,2 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",181 Mt2,"1/2 Baño, Agua Potable, Family Room, Lobby, Planta Eléctrica, Terraza"
apartamento,"US$ 175,000",2 habitaciones,2.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",117 Mt2,
casa,"US$ 1,500,000",4 habitaciones,5.0 baños,8 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",900 Mt2,
apartamento,"US$ 485,000",3 habitaciones,3.5 baños,3 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",353 Mt2,
apartamento,"US$ 132,000",1 habitaciones,1.5 baños,1 parqueos,"Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",83 Mt2,
apartamento,"US$ 109,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",68 Mt2,
apartamento,"US$ 170,980",3 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",119 Mt2,
apartamento,"US$ 160,000",2 habitaciones,2.5 baños,2 parqueos,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",115 Mt2,
apartamento,"US$ 125,000",1 habitaciones,1.5 baños,1 parqueos,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",76 Mt2,
apartamento,"US$ 246,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",224 Mt2,
apartamento,"US$ 246,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",224 Mt2,
apartamento,"US$ 231,060",3 habitaciones,3.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",176 Mt2,
apartamento,"US$ 182,716",2 habitaciones,2.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",127 Mt2,
apartamento,"US$ 136,000",1 habitaciones,1.5 baños,1 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",88 Mt2,
apartamento,"RD$ 2,250,000",3 habitaciones,2.0 baños,1 parqueos,"Colinas del Arroyo II, Santo Domingo Centro (D.N.), Santo Domingo",79 Mt2,
apartamento,"US$ 169,000",3 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",145 Mt2,
apartamento,"RD$ 4,600,000",3 habitaciones,2.0 baños,2 parqueos,"Los Rios, Santo Domingo Centro (D.N.), Santo Domingo",153 Mt2,
apartamento,"US$ 246,000",3 habitaciones,3.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",207 Mt2,
apartamento,"US$ 630,000",3 habitaciones,3.5 baños,4 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",381 Mt2,
apartamento,"US$ 137,000",2 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",116 Mt2,
apartamento,"US$ 220,000",3 habitaciones,2.5 baños,2 parqueos,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",218 Mt2,
apartamento,"RD$ 25,000",3 habitaciones,2.0 baños,2 parqueos,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",0 Mt2,
apartamento,"US$ 360,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",220 Mt2,
apartamento,"US$ 125,000",2 habitaciones,2.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",105 Mt2,
apartamento,"US$ 205,000",3 habitaciones,2.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",168 Mt2,
apartamento,"US$ 187,700",2 habitaciones,2.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",149 Mt2,
apartamento,"US$ 249,750",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",185 Mt2,
apartamento,"US$ 259,000",3 habitaciones,3.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",178 Mt2,
apartamento,"US$ 206,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",167 Mt2,
apartamento,"US$ 225,000",3 habitaciones,3.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",195 Mt2,
apartamento,"US$ 145,000",2 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",108 Mt2,
apartamento,"US$ 99,000",1 habitaciones,1.5 baños,1 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",57 Mt2,
apartamento,"US$ 155,000",3 habitaciones,2.5 baños,2 parqueos,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",132 Mt2,
apartamento,"US$ 252,000",3 habitaciones,3.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",212 Mt2,
apartamento,"US$ 108,000",1 habitaciones,1.5 baños,1 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",75 Mt2,
apartamento,"US$ 87,344",1 habitaciones,1.5 baños,1 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",51 Mt2,
apartamento,"US$ 175,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",101 Mt2,"1/2 Baño, Area de Juegos Infantiles, Ascensor, Gimnasio, Piscina, Planta Eléctrica, Seguridad 24 Horas, Terraza"
apartamento,"US$ 141,500",2 habitaciones,2.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",91 Mt2,
apartamento,"US$ 500,000",3 habitaciones,3.5 baños,3 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",325 Mt2,
apartamento,"US$ 224,000",3 habitaciones,3.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",173 Mt2,
apartamento,"US$ 294,000",3 habitaciones,3.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",189 Mt2,
apartamento,"US$ 800,000",4 habitaciones,4.5 baños,4 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",430 Mt2,
apartamento,"US$ 185,000",3 habitaciones,2.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",160 Mt2,
apartamento,"US$ 280,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",213 Mt2,
apartamento,"US$ 180,500",3 habitaciones,3.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",127 Mt2,
apartamento,"US$ 92,500",1 habitaciones,1.5 baños,1 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",73 Mt2,
apartamento,"RD$ 7,500,000",3 habitaciones,2.5 baños,2 parqueos,"Arroyo Hondo, Santo Domingo Centro (D.N.), Santo Domingo",195 Mt2,
apartamento,"US$ 190,000",3 habitaciones,3.5 baños,2 parqueos,"Fernandez, Santo Domingo Centro (D.N.), Santo Domingo",175 Mt2,
apartamento,"RD$ 5,750,000",3 habitaciones,2.5 baños,2 parqueos,"Av. Independencia, Santo Domingo Centro (D.N.), Santo Domingo",120 Mt2,
apartamento,"US$ 60,000",1 habitaciones,1.0 baños,1 parqueos,"Zona Universitaria, Santo Domingo Centro (D.N.), Santo Domingo",50 Mt2,"Agua Potable, Area de Juegos Infantiles, Ascensor, Balcón, Cisterna, Control de Acceso, Estudio, Lobby, Planta Eléctrica, Seguridad 24 Horas, Terraza, Walk In Closet"
apartamento,"US$ 175,000",2 habitaciones,2.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",168 Mt2,
apartamento,"US$ 260,000",3 habitaciones,3.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",239 Mt2,
apartamento,"US$ 280,000",3 habitaciones,3.5 baños,3 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",239 Mt2,
apartamento,"US$ 97,482",1 habitaciones,1.0 baños,1 parqueos,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",70 Mt2,
apartamento,"US$ 76,700",1 habitaciones,1.5 baños,1 parqueos,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",59 Mt2,
apartamento,"US$ 229,000",2 habitaciones,2.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,
apartamento,"US$ 1,095,000",3 habitaciones,3.5 baños,4 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",460 Mt2,
apartamento,"US$ 375,000",3 habitaciones,3.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",210 Mt2,
apartamento,"US$ 190,000",2 habitaciones,2.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,
apartamento,"US$ 214,000",2 habitaciones,2.5 baños,2 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",142 Mt2,
apartamento,"US$ 650,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",378 Mt2,
apartamento,"US$ 925,000",4 habitaciones,4.5 baños,4 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",450 Mt2,
apartamento,"US$ 670,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",520 Mt2,
apartamento,"US$ 1,550,000",4 habitaciones,4.5 baños,5 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",650 Mt2,
apartamento,"US$ 625,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",348 Mt2,
apartamento,"US$ 2,100,000",4 habitaciones,4.5 baños,5 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",800 Mt2,
apartamento,"US$ 575,000",3 habitaciones,3.5 baños,3 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",273 Mt2,
apartamento,"RD$ 5,700,000",2 habitaciones,1.5 baños,1 parqueos,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",125 Mt2,
apartamento,"US$ 320,000",3 habitaciones,3.5 baños,2 parqueos,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",270 Mt2,
apartamento,"RD$ 3,150,000",3 habitaciones,2.0 baños,2 parqueos,"Av. Monumental, Santo Domingo Centro (D.N.), Santo Domingo",100 Mt2,
apartamento,"US$ 71,000",3 habitaciones,2.0 baños,1 parqueos,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",97 Mt2,"Agua Potable, Area Servicio Independiente, Balcón, Cisterna, Cuarto de Servicio, Seguridad 24 Horas, Walk In Closet"
apartamento,"US$ 148,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",130 Mt2,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Terraza"
apartamento,"US$ 350,000",3 habitaciones,3.5 baños,2 parqueos,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",401 Mt2,
apartamento,"US$ 180,000",2 habitaciones,2.5 baños,2 parqueos,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",151 Mt2,
apartamento,"US$ 214,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",174 Mt2,
apartamento,"US$ 139,000",2 habitaciones,2.5 baños,1 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",110 Mt2,
apartamento,"US$ 136,000",3 habitaciones,3.5 baños,2 parqueos,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",118 Mt2,"1/2 Baño, Aire Acondicionado, Ascensor, Balcón, Cisterna, Cuarto de Servicio, Gimnasio, Lobby, Planta Eléctrica, Terraza"
